overshotting,mass,metallicity,He_Abundance,"""Age""","""Log L""","""Log Teff""","""Log g""","""Log Tc""",Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
1,0.5,0.008,0.25,12700000000.0,-1.266,3.62,4.829,6.955,1.963,0.597,0.00101,0.00385,0.0,0.6239,-1.265,0.0,0.0696,0.0,0.0,0.0,0.0,0.0,0.0
1,0.5,0.008,0.25,22900000000.0,-1.235,3.623,4.809,6.969,2.036,0.497,0.000638,0.00385,0.0,0.6645,-1.234,0.0,0.0765,0.0,0.0,0.0,0.0,0.0,0.0
1,0.5,0.008,0.25,23900000000.0,-1.232,3.623,4.808,6.97,2.041,0.491,0.000611,0.00385,0.0,0.6674,-1.231,0.0,0.0765,0.0,0.0,0.0,0.0,0.0,0.0
1,0.55,0.008,0.25,0.0,-1.175,3.629,4.817,6.969,1.887,0.735,0.00135,0.00385,0.0438,0.3112,-1.174,0.0,0.0946,0.0,0.0,0.0,0.0,0.0,0.0
1,0.55,0.008,0.25,2240000000.0,-1.158,3.63,4.803,6.964,1.906,0.699,0.00121,0.00385,0.0,0.5082,-1.158,0.0,0.0879,0.0,0.0,0.0,0.0,0.0,0.0
1,0.55,0.008,0.25,9980000000.0,-1.125,3.633,4.781,6.975,1.968,0.6,0.000734,0.00385,0.0,0.6206,-1.125,0.0,0.0946,0.0,0.0,0.0,0.0,0.0,0.0
1,0.55,0.008,0.25,18000000000.0,-1.09,3.636,4.759,6.99,2.042,0.5,0.000275,0.00385,0.0,0.6645,-1.09,0.0,0.1092,0.0,0.0,0.0,0.0,0.0,0.0
1,0.55,0.008,0.25,23900000000.0,-1.061,3.639,4.741,7.003,2.102,0.428,6.98e-05,0.00385,0.0,0.6845,-1.061,0.0,0.1204,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,0.0,-1.044,3.641,4.77,6.988,1.867,0.737,0.00135,0.00385,0.1564,0.2975,-1.042,0.0,0.0773,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,4150000000.0,-1.014,3.643,4.749,6.994,1.894,0.699,0.00123,0.00385,0.1271,0.5664,-1.013,0.0,0.0719,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,15100000000.0,-0.95,3.65,4.71,7.019,1.974,0.599,0.000707,0.00385,0.1087,0.6689,-0.949,0.0,0.1265,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,24300000000.0,-0.885,3.656,4.672,7.049,2.065,0.499,0.000112,0.00385,0.0945,0.6993,-0.884,0.0,0.1585,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,32100000000.0,-0.818,3.663,4.634,7.082,2.17,0.4,4.22e-06,0.00385,0.0819,0.7204,-0.817,0.0,0.193,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,38700000000.0,-0.746,3.672,4.594,7.122,2.296,0.297,5.09e-06,0.00385,0.0701,0.7335,-0.744,0.0,0.2246,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,44400000000.0,-0.669,3.68,4.553,7.167,2.443,0.199,6.31e-06,0.00384,0.0592,0.7399,-0.668,0.0,0.2573,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,49200000000.0,-0.575,3.691,4.501,7.221,2.66,0.099,8.13e-06,0.00369,0.0379,0.7461,-0.574,0.0,0.2896,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,51500000000.0,-0.514,3.697,4.463,7.234,2.854,0.049,1e-05,0.00318,0.0013,0.7522,-0.513,0.0,0.3129,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,53500000000.0,-0.458,3.701,4.424,7.246,3.018,0.01,1.44e-05,0.00218,0.0,0.7522,-0.458,0.0,0.328,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,54900000000.0,-0.412,3.704,4.388,7.252,3.141,0.001,1.57e-05,0.00197,0.0,0.7522,-0.411,0.0,0.3354,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,55600000000.0,-0.388,3.704,4.368,7.253,3.21,0.0,1.61e-05,0.00195,0.0,0.7522,-0.387,0.0,0.3354,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,56800000000.0,-0.341,3.706,4.327,7.259,3.339,0.0,1.67e-05,0.00195,0.0,0.7522,-0.341,0.0,0.3412,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,56900000000.0,-0.335,3.706,4.321,7.26,3.355,0.0,1.67e-05,0.00195,0.0,0.7522,-0.335,0.0,0.3412,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,58200000000.0,-0.275,3.704,4.254,7.27,3.554,0.992,1.67e-05,0.00195,0.0,0.7581,-0.274,0.0153,0.3354,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,59100000000.0,-0.215,3.701,4.179,7.287,3.77,0.992,1.67e-05,0.00195,0.0,0.7522,-0.214,0.0518,0.3243,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,59600000000.0,-0.167,3.694,4.107,7.303,3.951,0.992,1.67e-05,0.00195,0.0,0.7522,-0.166,0.0895,0.3033,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,60000000000.0,-0.109,3.688,4.023,7.318,4.134,0.992,1.67e-05,0.00195,0.0,0.717,-0.108,0.126,0.2857,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,60300000000.0,-0.047,3.683,3.941,7.332,4.281,0.992,1.67e-05,0.00195,0.0,0.646,-0.047,0.1503,0.2757,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,60500000000.0,0.013,3.68,3.87,7.342,4.39,0.992,1.67e-05,0.00195,0.0,0.5897,0.013,0.1694,0.2716,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,60700000000.0,0.077,3.678,3.798,7.349,4.485,0.992,1.67e-05,0.00195,0.0,0.5332,0.076,0.1868,0.2696,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,60900000000.0,0.14,3.677,3.731,7.355,4.566,0.992,1.67e-05,0.00195,0.0,0.4897,0.139,0.2013,0.2716,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,61000000000.0,0.204,3.676,3.665,7.361,4.635,0.992,1.67e-05,0.00195,0.0,0.4523,0.203,0.2141,0.2747,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,61200000000.0,0.269,3.676,3.598,7.367,4.7,0.992,1.67e-05,0.00195,0.0,0.43,0.269,0.2275,0.2782,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,61300000000.0,0.333,3.676,3.534,7.373,4.754,0.992,1.67e-05,0.00195,0.0,0.4121,0.332,0.238,0.2832,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,61400000000.0,0.397,3.676,3.468,7.379,4.805,0.992,1.67e-05,0.00195,0.0,0.4012,0.396,0.2488,0.2872,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,61500000000.0,0.459,3.675,3.405,7.386,4.849,0.992,1.67e-05,0.00195,0.0,0.3924,0.458,0.2588,0.2921,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,61600000000.0,0.523,3.675,3.339,7.392,4.889,0.992,1.67e-05,0.00195,0.0,0.3866,0.522,0.2686,0.297,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,61600000000.0,0.586,3.674,3.274,7.399,4.927,0.992,1.67e-05,0.00195,0.0,0.3817,0.584,0.2777,0.3031,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,61700000000.0,0.649,3.673,3.208,7.406,4.962,0.992,1.67e-05,0.00195,0.0,0.378,0.647,0.2867,0.3088,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,61800000000.0,0.711,3.672,3.142,7.414,4.996,0.992,1.67e-05,0.00195,0.0,0.378,0.71,0.2959,0.3155,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,61800000000.0,0.773,3.671,3.076,7.421,5.025,0.992,1.67e-05,0.00195,0.0,0.3772,0.773,0.304,0.3217,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,61900000000.0,0.833,3.67,3.011,7.429,5.054,0.992,1.67e-05,0.00195,0.0,0.3772,0.832,0.3121,0.3284,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,61900000000.0,0.895,3.669,2.944,7.436,5.081,0.992,1.67e-05,0.00195,0.0,0.3772,0.894,0.3202,0.3349,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,61900000000.0,0.955,3.667,2.876,7.445,5.108,0.992,1.67e-05,0.00195,0.0,0.3772,0.954,0.3285,0.342,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62000000000.0,1.017,3.665,2.808,7.453,5.134,0.992,1.67e-05,0.00195,0.0,0.3772,1.016,0.3368,0.3482,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62000000000.0,1.078,3.664,2.741,7.461,5.16,0.992,1.67e-05,0.00195,0.0,0.3772,1.077,0.3452,0.3555,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62000000000.0,1.139,3.662,2.672,7.471,5.189,0.992,1.67e-05,0.00195,0.0,0.3772,1.138,0.3547,0.3639,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62100000000.0,1.199,3.66,2.605,7.484,5.225,0.992,1.67e-05,0.00195,0.0,0.3794,1.198,0.3668,0.3808,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62100000000.0,1.26,3.659,2.539,7.495,5.26,0.992,1.67e-05,0.00195,0.0,0.3843,1.258,0.3785,0.3913,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62100000000.0,1.321,3.656,2.467,7.5,5.279,0.992,1.67e-05,0.00195,0.0,0.3908,1.32,0.3853,0.3972,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62100000000.0,1.381,3.654,2.397,7.506,5.298,0.992,1.67e-05,0.00195,0.0,0.3974,1.379,0.3923,0.4035,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62100000000.0,1.441,3.651,2.327,7.513,5.317,0.992,1.67e-05,0.00195,0.0,0.4043,1.439,0.3995,0.4101,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62100000000.0,1.502,3.648,2.255,7.521,5.336,0.992,1.67e-05,0.00195,0.0,0.4116,1.5,0.4072,0.4171,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62100000000.0,1.561,3.646,2.185,7.529,5.354,0.992,1.67e-05,0.00195,0.0,0.4186,1.561,0.4143,0.4236,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62200000000.0,1.621,3.643,2.115,7.538,5.372,0.992,1.67e-05,0.00195,0.0,0.426,1.62,0.422,0.4309,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62200000000.0,1.683,3.64,2.041,7.547,5.39,0.992,1.67e-05,0.00195,0.0,0.4337,1.682,0.4299,0.4383,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62200000000.0,1.748,3.637,1.963,7.557,5.41,0.992,1.67e-05,0.00195,0.0,0.4423,1.746,0.4387,0.4465,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62200000000.0,1.806,3.634,1.891,7.567,5.428,0.992,1.67e-05,0.00195,0.0,0.45,1.805,0.4466,0.4506,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62200000000.0,1.874,3.63,1.808,7.578,5.448,0.992,1.67e-05,0.00195,0.0,0.4589,1.872,0.4558,0.4595,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62200000000.0,1.937,3.626,1.73,7.589,5.467,0.992,1.67e-05,0.00195,0.0,0.4679,1.935,0.465,0.4713,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62200000000.0,1.996,3.623,1.657,7.6,5.485,0.992,1.67e-05,0.00195,0.0,0.4766,1.995,0.4744,0.4771,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62200000000.0,2.056,3.619,1.582,7.61,5.502,0.992,1.67e-05,0.00195,0.0,0.485,2.054,0.4826,0.4854,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62200000000.0,2.127,3.614,1.494,7.623,5.525,0.992,1.67e-05,0.00195,0.0,0.4959,2.125,0.4941,0.4963,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62200000000.0,2.192,3.61,1.409,7.635,5.544,0.992,1.67e-05,0.00195,0.0,0.5058,2.191,0.504,0.5061,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6,0.008,0.25,62200000000.0,2.254,3.606,1.335,7.649,5.565,0.992,1.67e-05,0.00195,0.0,0.5168,2.252,0.5146,0.5172,0.0,0.0,0.0,0.0,0.0,0.024
1,0.6,0.008,0.25,62200000000.0,2.329,3.603,1.245,7.662,5.586,0.992,1.67e-05,0.00195,0.0,0.5279,2.327,0.5259,0.5283,0.0,0.0,0.0,0.0,0.0,0.0438
1,0.6,0.008,0.25,62200000000.0,2.387,3.599,1.171,7.675,5.607,0.992,1.67e-05,0.00195,0.0,0.539,2.385,0.5374,0.5413,0.0,0.0,0.0,0.0,0.0,0.0659
1,0.6,0.008,0.25,62200000000.0,2.456,3.593,1.081,7.69,5.629,0.992,1.67e-05,0.00195,0.0,0.5514,2.454,0.55,0.5535,0.0,0.0,0.0,0.0,0.0,0.0906
1,0.6,0.008,0.25,62200000000.0,2.519,3.588,0.996,7.702,5.648,0.992,1.67e-05,0.00195,0.0,0.5624,2.516,0.561,0.5644,0.0,0.0,0.0,0.0,-1.481,0.1337
1,0.6,0.008,0.25,62200000000.0,2.579,3.583,0.916,7.712,5.668,0.992,1.67e-05,0.00195,0.0,0.5735,2.577,0.5721,0.5753,0.0,0.0,0.0,0.0,-1.421,0.1748
1,0.6,0.008,0.25,62200000000.0,2.637,3.579,0.84,7.723,5.689,0.992,1.67e-05,0.00195,0.0,0.5856,2.634,0.5845,0.5875,0.0,0.0,0.0,0.0,-1.363,0.21
1,0.6,0.008,0.25,62200000000.0,2.696,3.574,0.763,7.735,5.71,0.992,1.67e-05,0.00195,0.0,0.5977,2.693,0.5965,0.598,0.0,0.0,0.0,0.0,-1.304,0.2342
1,0.6,0.008,0.25,62200000000.0,2.756,3.569,0.685,7.747,5.733,0.992,1.67e-05,0.00195,0.0,0.611,2.753,0.6099,0.6127,0.0,0.0,0.0,0.0,-1.244,0.262
1,0.6,0.008,0.25,62200000000.0,2.815,3.564,0.603,7.758,5.752,0.992,1.67e-05,0.00195,0.0,0.6231,2.813,0.6221,0.6246,0.0,0.0,0.0,0.0,-1.185,0.2849
1,0.6,0.008,0.25,62200000000.0,2.881,3.557,0.508,7.771,5.776,0.992,1.67e-05,0.00195,0.0,0.6375,2.878,0.6364,0.6377,0.0,0.0,0.0,0.0,-1.119,0.2991
1,0.6,0.008,0.25,62200000000.0,2.941,3.55,0.423,7.785,5.801,0.992,1.67e-05,0.00195,0.0,0.6531,2.938,0.6521,0.6534,0.0,0.0,0.0,0.0,-1.059,0.3255
1,0.6,0.008,0.25,62200000000.0,3.005,3.547,0.344,7.799,5.827,0.992,1.67e-05,0.00195,0.0,0.6699,3.002,0.6691,0.6712,0.0,0.0,0.0,0.0,-0.995,0.3455
1,0.6,0.008,0.25,62200000000.0,3.067,3.539,0.252,7.812,5.85,0.992,1.67e-05,0.00195,0.0,0.6855,3.064,0.6847,0.6857,0.0,0.0,0.0,0.0,-0.632,0.3621
1,0.6,0.008,0.25,62200000000.0,3.125,3.534,0.175,7.826,5.877,0.992,1.67e-05,0.00195,0.0,0.7034,3.121,0.7026,0.7045,0.0,0.0,0.0,0.0,-0.574,0.3835
1,0.6,0.008,0.25,62200000000.0,3.183,3.529,0.094,7.84,5.904,0.992,1.67e-05,0.00195,0.0,0.7213,3.179,0.7206,0.7223,0.0,0.0,0.0,0.0,-0.516,0.4031
1,0.6,0.008,0.25,62200000000.0,3.244,3.521,0.004,7.853,5.93,0.992,1.67e-05,0.00195,0.0,0.7392,3.241,0.7385,0.7393,0.0,0.0,0.0,0.0,-0.455,0.4164
1,0.6,0.008,0.25,62200000000.0,3.29,3.52,-0.048,7.863,5.95,0.992,1.67e-05,0.00195,0.0,0.7534,3.285,0.7527,0.7543,0.0,0.0,0.0,0.0,-0.408,0.4318
1,0.7,0.008,0.25,0.0,-0.763,3.674,4.688,7.029,1.879,0.738,0.00131,0.00385,0.1532,0.2737,-0.761,0.0,0.1115,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,2650000000.0,-0.727,3.678,4.669,7.037,1.912,0.7,0.000825,0.00385,0.1249,0.5584,-0.726,0.0,0.1775,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,9260000000.0,-0.654,3.688,4.637,7.065,1.993,0.6,5.6e-05,0.00385,0.1092,0.6608,-0.654,0.0,0.2031,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,14700000000.0,-0.584,3.698,4.604,7.096,2.084,0.5,4.43e-06,0.00385,0.0962,0.6993,-0.583,0.0,0.2322,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,19200000000.0,-0.513,3.707,4.568,7.132,2.191,0.397,5.31e-06,0.00385,0.0837,0.7204,-0.51,0.0,0.2594,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,23000000000.0,-0.441,3.714,4.528,7.171,2.307,0.298,6.37e-06,0.00384,0.0746,0.7335,-0.44,0.0,0.2896,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,26200000000.0,-0.369,3.721,4.483,7.215,2.444,0.199,7.78e-06,0.00376,0.0665,0.7399,-0.369,0.0,0.3052,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,28900000000.0,-0.285,3.728,4.425,7.27,2.64,0.099,1.07e-05,0.00312,0.0509,0.7461,-0.285,0.0,0.3354,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,30200000000.0,-0.248,3.729,4.394,7.301,2.732,0.048,1.62e-05,0.00212,0.0506,0.7461,-0.247,0.0,0.3354,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,31000000000.0,-0.206,3.731,4.36,7.329,2.866,0.01,2.33e-05,0.00143,0.0426,0.7461,-0.206,0.0,0.347,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,31200000000.0,-0.184,3.732,4.343,7.33,2.965,0.004,2.42e-05,0.00135,0.0313,0.7461,-0.185,0.0,0.3583,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,31400000000.0,-0.157,3.731,4.31,7.261,3.236,0.001,2.12e-05,0.0013,0.0,0.7461,-0.155,0.0,0.347,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,31800000000.0,-0.14,3.731,4.293,7.254,3.29,0.0,2.08e-05,0.0013,0.0,0.7461,-0.139,0.0,0.3527,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,32600000000.0,-0.099,3.73,4.25,7.266,3.385,0.0,2.16e-05,0.00129,0.0,0.7522,-0.099,0.0,0.3527,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,33600000000.0,-0.04,3.726,4.172,7.288,3.585,0.992,2.16e-05,0.00129,0.0,0.7522,-0.039,0.0426,0.3354,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,34200000000.0,0.007,3.716,4.087,7.309,3.84,0.992,2.16e-05,0.00129,0.0,0.7522,0.008,0.0692,0.3052,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,34300000000.0,0.027,3.711,4.048,7.317,3.948,0.992,2.16e-05,0.00129,0.0,0.7461,0.028,0.0873,0.2896,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,34700000000.0,0.075,3.7,3.952,7.341,4.172,0.992,2.16e-05,0.00129,0.0,0.7386,0.076,0.1213,0.2594,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,34800000000.0,0.128,3.692,3.871,7.356,4.328,0.992,2.16e-05,0.00129,0.0,0.6377,0.129,0.144,0.246,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35000000000.0,0.187,3.688,3.793,7.366,4.445,0.992,2.16e-05,0.00129,0.0,0.5584,0.187,0.1604,0.2411,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35100000000.0,0.249,3.685,3.721,7.373,4.541,0.992,2.16e-05,0.00129,0.0,0.4975,0.249,0.175,0.2394,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35200000000.0,0.31,3.684,3.655,7.38,4.616,0.992,2.16e-05,0.00129,0.0,0.445,0.309,0.1857,0.2411,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35300000000.0,0.371,3.683,3.589,7.385,4.679,0.992,2.16e-05,0.00129,0.0,0.4213,0.371,0.1955,0.2419,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35400000000.0,0.437,3.682,3.52,7.391,4.741,0.992,2.16e-05,0.00129,0.0,0.3886,0.436,0.2061,0.244,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35500000000.0,0.501,3.681,3.453,7.397,4.794,0.992,2.16e-05,0.00129,0.0,0.3691,0.5,0.2154,0.248,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35600000000.0,0.565,3.68,3.386,7.403,4.842,0.992,2.16e-05,0.00129,0.0,0.3533,0.564,0.2249,0.252,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35600000000.0,0.626,3.68,3.321,7.41,4.883,0.992,2.16e-05,0.00129,0.0,0.3459,0.626,0.2329,0.2563,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35700000000.0,0.689,3.678,3.254,7.417,4.923,0.992,2.16e-05,0.00129,0.0,0.3391,0.689,0.2411,0.2617,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35700000000.0,0.754,3.677,3.185,7.424,4.96,0.992,2.16e-05,0.00129,0.0,0.3345,0.754,0.2492,0.2669,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35800000000.0,0.815,3.676,3.12,7.431,4.994,0.992,2.16e-05,0.00129,0.0,0.3321,0.814,0.2566,0.2728,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35800000000.0,0.877,3.675,3.052,7.439,5.025,0.992,2.16e-05,0.00129,0.0,0.3321,0.876,0.2639,0.2785,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35900000000.0,0.939,3.674,2.985,7.447,5.055,0.992,2.16e-05,0.00129,0.0,0.3321,0.938,0.2714,0.2843,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35900000000.0,1.0,3.672,2.918,7.455,5.085,0.992,2.16e-05,0.00129,0.0,0.3321,0.998,0.2789,0.2906,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35900000000.0,1.06,3.67,2.849,7.464,5.112,0.992,2.16e-05,0.00129,0.0,0.3321,1.058,0.2862,0.2964,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,35900000000.0,1.12,3.668,2.782,7.472,5.139,0.992,2.16e-05,0.00129,0.0,0.3321,1.119,0.2934,0.3025,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,36000000000.0,1.182,3.666,2.712,7.481,5.165,0.992,2.16e-05,0.00129,0.0,0.3321,1.18,0.3006,0.3091,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,36000000000.0,1.243,3.664,2.642,7.49,5.192,0.992,2.16e-05,0.00129,0.0,0.3321,1.242,0.3085,0.3161,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,36000000000.0,1.304,3.662,2.575,7.503,5.227,0.992,2.16e-05,0.00129,0.0,0.3321,1.302,0.3185,0.3252,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7,0.008,0.25,36000000000.0,1.315,3.662,2.563,7.507,5.239,0.992,2.16e-05,0.00129,0.0,0.3322,1.313,0.322,0.333,0.0,0.0,0.0,0.0,0.0,0.0
